İlan Oluşturma Tarihi,Net Metrekare,Ilce,Error,Fiyat Durumu,Kategorisi,Binanın Yaşı,Tipi,Tapu Durumu,Türü,Slug,Takas,url,Banyo Sayısı,__source_file,İlan Numarası,Isıtma Tipi,Baslik,Kullanım Durumu,Binanın Kat Sayısı,Fiyat,İlan Güncelleme Tarihi,Oda Sayısı,Site İçerisinde,Bulunduğu Kat,ParseStatus,Lokasyon,Krediye Uygunluk,Brüt Metrekare,Il,Ilce_sayfa,Mahalle,Yakin_Ulasim_Min_m,Yakin_Egitim_Min_m,Yakin_Market_Min_m,Yakininda_JSON,Ilan_Ozellikleri,Ilan_Ozellik_Sayisi,Bolge_1Y_Deger_Degisimi,Demo_Toplam_Nufus,Demo_Egitim_Durumu,Demo_Ortalama_Yas,Demo_Medeni_Hal,Demo_Sosyo_Ekonomik_Statu,Demo_Hane_Halki_Geliri,Demo_Hane_Halki_Geliri_TL
,100 m²,Kınık,,Genel Fiyat,Satılık,21 Ve Üzeri,Müstakil Ev,Müstakil Tapulu,Konut,kinik,Yok,https://www.emlakjet.com/ilan/satilik-mustakil-ev-bahceli-14838517,1,izmir_part2_10_20_pages5.csv,14838517.0,Sobalı,Satılık Müstakil Ev Bahçeli,Boş,2.0,3.400.000 TL,22 Nisan 2026,3+1,Hayır,,OK,İzmir - Kınık - Poyracık Mahallesi,Bilinmiyor,120 m²,İzmir,Kınık,Poyracık Mahallesi,316.0,316.0,316.0,"{""Ulaşım"":[{""name"":""Poracık Meydan Otobüs Durağı"",""distance_m"":316},{""name"":""Poyracık Zeytinlik Otobüs Durağı"",""distance_m"":321},{""name"":""Poyracık Zeytinlik Otobüs Durağı"",""distance_m"":335},{""name"":""Mehmet Akif Ersoy Ortaokulu"",""distance_m"":438},{""name"":""İzmir Kınık Anadolu İmam Hatip Lisesi"",""distance_m"":468},{""name"":""Şehit Halil Balye İmam Hatip Ortaokulu"",""distance_m"":471},{""name"":""Şok - Kınık Poyracık Meydan Şubesi"",""distance_m"":335},{""name"":""Bim - Poyracık Şubesi"",""distance_m"":472}],""Eğitim Kurumları"":[{""name"":""Poracık Meydan Otobüs Durağı"",""distance_m"":316},{""name"":""Poyracık Zeytinlik Otobüs Durağı"",""distance_m"":321},{""name"":""Poyracık Zeytinlik Otobüs Durağı"",""distance_m"":335},{""name"":""Mehmet Akif Ersoy Ortaokulu"",""distance_m"":438},{""name"":""İzmir Kınık Anadolu İmam Hatip Lisesi"",""distance_m"":468},{""name"":""Şehit Halil Balye İmam Hatip Ortaokulu"",""distance_m"":471},{""name"":""Şok - Kınık Poyracık Meydan Şubesi"",""distance_m"":335},{""name"":""Bim - Poyracık Şubesi"",""distance_m"":472}],""Marketler"":[{""name"":""Poracık Meydan Otobüs Durağı"",""distance_m"":316},{""name"":""Poyracık Zeytinlik Otobüs Durağı"",""distance_m"":321},{""name"":""Poyracık Zeytinlik Otobüs Durağı"",""distance_m"":335},{""name"":""Mehmet Akif Ersoy Ortaokulu"",""distance_m"":438},{""name"":""İzmir Kınık Anadolu İmam Hatip Lisesi"",""distance_m"":468},{""name"":""Şehit Halil Balye İmam Hatip Ortaokulu"",""distance_m"":471},{""name"":""Şok - Kınık Poyracık Meydan Şubesi"",""distance_m"":335},{""name"":""Bim - Poyracık Şubesi"",""distance_m"":472}]}",Bahçe - Müstakil,1.0,22.0,6.003 - Çok yoğun,%41 İlkokul,37,%54 Evli,C,35.626 TL,35626.0
,230 m²,Kiraz,,Genel Fiyat,Satılık,21 Ve Üzeri,Müstakil Ev,Müstakil Tapulu,Konut,kiraz,Yok,https://www.emlakjet.com/ilan/kucuk-menderes-ten-comlekci-mah-mustakil-koy-evi-manzarali-2-kat-18930080,1,izmir_part2_10_20_pages5.csv,18930080.0,Sobalı,Küçük Menderes'ten Çömlekçi Mah Müstakil Köy Evi Manzaralı 2 Kat,Boş,2.0,2.350.000 TL,01 Şubat 2026,2+2,Hayır,,OK,İzmir - Kiraz - Çömlekçi Mahallesi,Krediye Uygun Değil,240 m²,İzmir,Kiraz,Çömlekçi Mahallesi,,,,,Anayol|Dolmuş|Minibüs,3.0,,771 - Az yoğun,%50 İlkokul,42,%58 Evli,D,25.968 TL,25968.0
,140 m²,Kiraz,,Genel Fiyat,Satılık,21 Ve Üzeri,Daire,Kat Mülkiyeti,Konut,kiraz,,https://www.emlakjet.com/ilan/meta-dan-31-dogalgazli-cadde-uzeri-genis-daire-18891524,1,izmir_part2_10_20_pages5.csv,18891524.0,Kombi Doğalgaz,Meta'dan 3+1 Doğalgazlı Cadde Üzeri Geniş Daire,Boş,5.0,3.350.000 TL,24 Nisan 2026,3+1,Evet,4.Kat,OK,İzmir - Kiraz - Cumhuriyet Mahallesi,Krediye Uygun,160 m²,İzmir,Kiraz,Cumhuriyet Mahallesi,485.0,485.0,485.0,"{""Ulaşım"":[{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":546},{""name"":""Cumhuriyet Taksi"",""distance_m"":555},{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":576},{""name"":""Kiraz Ali Niğde Anadolu İmam Hatip Lisesi"",""distance_m"":550},{""name"":""Kiraz İstiklal İlkokulu"",""distance_m"":673},{""name"":""Uğur Böceğim Gündüz Bakımevi"",""distance_m"":703},{""name"":""A - 101"",""distance_m"":485},{""name"":""A - 101 - Kiraz Şubesi"",""distance_m"":691}],""Eğitim Kurumları"":[{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":546},{""name"":""Cumhuriyet Taksi"",""distance_m"":555},{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":576},{""name"":""Kiraz Ali Niğde Anadolu İmam Hatip Lisesi"",""distance_m"":550},{""name"":""Kiraz İstiklal İlkokulu"",""distance_m"":673},{""name"":""Uğur Böceğim Gündüz Bakımevi"",""distance_m"":703},{""name"":""A - 101"",""distance_m"":485},{""name"":""A - 101 - Kiraz Şubesi"",""distance_m"":691}],""Marketler"":[{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":546},{""name"":""Cumhuriyet Taksi"",""distance_m"":555},{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":576},{""name"":""Kiraz Ali Niğde Anadolu İmam Hatip Lisesi"",""distance_m"":550},{""name"":""Kiraz İstiklal İlkokulu"",""distance_m"":673},{""name"":""Uğur Böceğim Gündüz Bakımevi"",""distance_m"":703},{""name"":""A - 101"",""distance_m"":485},{""name"":""A - 101 - Kiraz Şubesi"",""distance_m"":691}]}",,,42.0,2.781 - Çok yoğun,%26 İlkokul,36,%51 Evli,C,43.172 TL,43172.0
,100 m²,Kiraz,,Genel Fiyat,Satılık,5-10,Müstakil Ev,Müstakil Tapulu,Konut,kiraz,Yok,https://www.emlakjet.com/ilan/izmir-kiraz-tekbicaklar-koyunde-6-563-m2-bahce-icinde-100-m2-mustakil-21-ev-aciklamayi-okuyunuz-18850297,1,izmir_part2_10_20_pages5.csv,18850297.0,Sobalı,İzmir Kiraz Tekbıçaklar Köyünde 6.563 M2 Bahçe İçinde 100 M2 Müstakil 2+1 Ev. Açıklamayı Okuyunuz.,Boş,1.0,3.785.000 TL,09 Şubat 2026,2+1,Hayır,,OK,İzmir - Kiraz - Tekbıçaklar Mahallesi,Krediye Uygun,120 m²,İzmir,Kiraz,Tekbıçaklar Mahallesi,1600.0,1600.0,1600.0,"{""Ulaşım"":[{""name"":""Haliller Ortaokulu"",""distance_m"":1600},{""name"":""Haliller İlkokulu"",""distance_m"":1600},{""name"":""Ekomini - Eko Haliller Grsl Yn"",""distance_m"":1700}],""Eğitim Kurumları"":[{""name"":""Haliller Ortaokulu"",""distance_m"":1600},{""name"":""Haliller İlkokulu"",""distance_m"":1600},{""name"":""Ekomini - Eko Haliller Grsl Yn"",""distance_m"":1700}],""Marketler"":[{""name"":""Haliller Ortaokulu"",""distance_m"":1600},{""name"":""Haliller İlkokulu"",""distance_m"":1600},{""name"":""Ekomini - Eko Haliller Grsl Yn"",""distance_m"":1700}]}",Yeşil Alan Manzaralı|Otoban|Caddeye Yakın|Semt Pazarına Yakın|Havaalanı|Hastaneye Yakın|Okula Yakın|Camiye Yakın|Denize Yakın,9.0,,459 - Az yoğun,%55 İlkokul,39,%54 Evli,D,20.742 TL,20742.0
,150 m²,Kiraz,,Genel Fiyat,Satılık,21 Ve Üzeri,Müstakil Ev,Müstakil Tapulu,Konut,kiraz,,https://www.emlakjet.com/ilan/meta-dan-4-kat-imarli-194-m-arsada-alt-kati-dukkan-2-kat-ev-18788770,4,izmir_part2_10_20_pages5.csv,18788770.0,Kombi Doğalgaz,Meta'dan 4 Kat İmarlı 194 M² Arsada Alt Katı Dükkan 2 Kat Ev,Boş,2.0,9.750.000 TL,20 Nisan 2026,7+1,Hayır,,OK,İzmir - Kiraz - İstiklal Mahallesi,Krediye Uygun,194 m²,İzmir,Kiraz,İstiklal Mahallesi,333.0,333.0,333.0,"{""Ulaşım"":[{""name"":""3. Kiraz Hükümet Konağı Otobüs Durağı"",""distance_m"":416},{""name"":""Kiraz Hükümet Konağı Otobüs Durağı"",""distance_m"":424},{""name"":""Taksi Durağı"",""distance_m"":425},{""name"":""Kiraz İstiklal İlkokulu"",""distance_m"":480},{""name"":""Kiraz Anaokulu"",""distance_m"":617},{""name"":""Kiraz Anadolu Lisesi"",""distance_m"":619},{""name"":""Şok - Kiraz Merkez Şubesi"",""distance_m"":333},{""name"":""A - 101 - Kiraz Şubesi"",""distance_m"":411}],""Eğitim Kurumları"":[{""name"":""3. Kiraz Hükümet Konağı Otobüs Durağı"",""distance_m"":416},{""name"":""Kiraz Hükümet Konağı Otobüs Durağı"",""distance_m"":424},{""name"":""Taksi Durağı"",""distance_m"":425},{""name"":""Kiraz İstiklal İlkokulu"",""distance_m"":480},{""name"":""Kiraz Anaokulu"",""distance_m"":617},{""name"":""Kiraz Anadolu Lisesi"",""distance_m"":619},{""name"":""Şok - Kiraz Merkez Şubesi"",""distance_m"":333},{""name"":""A - 101 - Kiraz Şubesi"",""distance_m"":411}],""Marketler"":[{""name"":""3. Kiraz Hükümet Konağı Otobüs Durağı"",""distance_m"":416},{""name"":""Kiraz Hükümet Konağı Otobüs Durağı"",""distance_m"":424},{""name"":""Taksi Durağı"",""distance_m"":425},{""name"":""Kiraz İstiklal İlkokulu"",""distance_m"":480},{""name"":""Kiraz Anaokulu"",""distance_m"":617},{""name"":""Kiraz Anadolu Lisesi"",""distance_m"":619},{""name"":""Şok - Kiraz Merkez Şubesi"",""distance_m"":333},{""name"":""A - 101 - Kiraz Şubesi"",""distance_m"":411}]}",,,23.0,3.702 - Çok yoğun,%29 İlkokul,36,%51 Evli,C,41.046 TL,41046.0
,75 m²,Kiraz,,Genel Fiyat,Satılık,21 Ve Üzeri,Müstakil Ev,Müstakil Tapulu,Konut,kiraz,,https://www.emlakjet.com/ilan/meta-dan-483-m-alan-icinde-mustakil-koy-evi-tek-tapu-yol-kenari-18703898,1,izmir_part2_10_20_pages5.csv,18703898.0,Sobalı,Meta'dan 483 M² Alan İçinde Müstakil Köy Evi Tek Tapu Yol Kenarı,Mülk Sahibi Oturuyor,1.0,1.500.000 TL,26 Mart 2026,2+1,Hayır,,OK,İzmir - Kiraz - Veliler Mahallesi,Krediye Uygun Değil,80 m²,İzmir,Kiraz,Veliler Mahallesi,1500.0,1500.0,1500.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":2000},{""name"":""Ceritler İlkokulu"",""distance_m"":1500},{""name"":""Ceritler Ortaokulu"",""distance_m"":1500}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":2000},{""name"":""Ceritler İlkokulu"",""distance_m"":1500},{""name"":""Ceritler Ortaokulu"",""distance_m"":1500}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":2000},{""name"":""Ceritler İlkokulu"",""distance_m"":1500},{""name"":""Ceritler Ortaokulu"",""distance_m"":1500}]}",,,,417 - Az yoğun,%48 İlkokul,41,%57 Evli,C,26.841 TL,26841.0
,105 m²,Kiraz,,Genel Fiyat,Satılık,21 Ve Üzeri,Daire,Müstakil Tapulu,Konut,kiraz,,https://www.emlakjet.com/ilan/acil-satilik-mustakil-ev-yapama-18652953,1,izmir_part2_10_20_pages5.csv,18652953.0,Sobalı,Acil Satılık Müstakil Ev Yapama,Boş,1.0,520.000 TL,19 Mart 2026,2+1,Hayır,Bahçe Dublex,OK,İzmir - Kiraz - Çömlekçi Mahallesi,Krediye Uygun,110 m²,İzmir,Kiraz,Çömlekçi Mahallesi,,,,,,,,771 - Az yoğun,%50 İlkokul,42,%58 Evli,D,25.968 TL,25968.0
,100 m²,Kiraz,,Genel Fiyat,Satılık,5-10,Daire,Kat Mülkiyeti,Konut,kiraz,,https://www.emlakjet.com/ilan/meta-dan-suludere-yolunda-asansor-arakat-dogalgazli-cam-balkonlu-18498953,1,izmir_part2_10_20_pages5.csv,18498953.0,Kombi Doğalgaz,Meta'dan Suludere Yolunda Asansör Arakat Doğalgazlı Cam Balkonlu,Boş,5.0,3.800.000 TL,16 Nisan 2026,2+1,Hayır,3.Kat,OK,İzmir - Kiraz - İstiklal Mahallesi,Krediye Uygun,110 m²,İzmir,Kiraz,İstiklal Mahallesi,343.0,343.0,343.0,"{""Ulaşım"":[{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":343},{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":367},{""name"":""Beyazıt Otobüs Durağı"",""distance_m"":390},{""name"":""Kiraz Hüseyin Sarı İlkokulu"",""distance_m"":567},{""name"":""Kiraz Hüseyin Sarı Ortaokulu"",""distance_m"":568},{""name"":""Kiraz İstiklal İlkokulu"",""distance_m"":571},{""name"":""A - 101 - Kiraz Şubesi"",""distance_m"":440},{""name"":""Bim - Kiraz Şubesi"",""distance_m"":600}],""Eğitim Kurumları"":[{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":343},{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":367},{""name"":""Beyazıt Otobüs Durağı"",""distance_m"":390},{""name"":""Kiraz Hüseyin Sarı İlkokulu"",""distance_m"":567},{""name"":""Kiraz Hüseyin Sarı Ortaokulu"",""distance_m"":568},{""name"":""Kiraz İstiklal İlkokulu"",""distance_m"":571},{""name"":""A - 101 - Kiraz Şubesi"",""distance_m"":440},{""name"":""Bim - Kiraz Şubesi"",""distance_m"":600}],""Marketler"":[{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":343},{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":367},{""name"":""Beyazıt Otobüs Durağı"",""distance_m"":390},{""name"":""Kiraz Hüseyin Sarı İlkokulu"",""distance_m"":567},{""name"":""Kiraz Hüseyin Sarı Ortaokulu"",""distance_m"":568},{""name"":""Kiraz İstiklal İlkokulu"",""distance_m"":571},{""name"":""A - 101 - Kiraz Şubesi"",""distance_m"":440},{""name"":""Bim - Kiraz Şubesi"",""distance_m"":600}]}",,,24.0,3.702 - Çok yoğun,%29 İlkokul,36,%51 Evli,C,41.046 TL,41046.0
,100 m²,Kiraz,,Genel Fiyat,Satılık,21 Ve Üzeri,Daire,Kat Mülkiyeti,Konut,kiraz,,https://www.emlakjet.com/ilan/meta-dan-yesil-kiraz-da-satilik-buyuk-31-daire-18488677,1,izmir_part2_10_20_pages5.csv,18488677.0,Sobalı,Meta'dan Yeşil Kiraz'da Satılık Büyük 3+1 Daire,Kiracı Oturuyor,4.0,2.850.000 TL,23 Şubat 2026,3+1,Evet,4.Kat,OK,İzmir - Kiraz - İstiklal Mahallesi,Krediye Uygun,110 m²,İzmir,Kiraz,İstiklal Mahallesi,105.0,105.0,105.0,"{""Ulaşım"":[{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":105},{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":136},{""name"":""Beyazıt Otobüs Durağı"",""distance_m"":183},{""name"":""Kiraz İstiklal İlkokulu"",""distance_m"":381},{""name"":""Kiraz Hüseyin Sarı Ortaokulu"",""distance_m"":530},{""name"":""Kiraz Hüseyin Sarı İlkokulu"",""distance_m"":530},{""name"":""A - 101 - Kiraz Şubesi"",""distance_m"":259},{""name"":""Bim - Kiraz Şubesi"",""distance_m"":438}],""Eğitim Kurumları"":[{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":105},{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":136},{""name"":""Beyazıt Otobüs Durağı"",""distance_m"":183},{""name"":""Kiraz İstiklal İlkokulu"",""distance_m"":381},{""name"":""Kiraz Hüseyin Sarı Ortaokulu"",""distance_m"":530},{""name"":""Kiraz Hüseyin Sarı İlkokulu"",""distance_m"":530},{""name"":""A - 101 - Kiraz Şubesi"",""distance_m"":259},{""name"":""Bim - Kiraz Şubesi"",""distance_m"":438}],""Marketler"":[{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":105},{""name"":""Ziya Gökalp Otobüs Durağı"",""distance_m"":136},{""name"":""Beyazıt Otobüs Durağı"",""distance_m"":183},{""name"":""Kiraz İstiklal İlkokulu"",""distance_m"":381},{""name"":""Kiraz Hüseyin Sarı Ortaokulu"",""distance_m"":530},{""name"":""Kiraz Hüseyin Sarı İlkokulu"",""distance_m"":530},{""name"":""A - 101 - Kiraz Şubesi"",""distance_m"":259},{""name"":""Bim - Kiraz Şubesi"",""distance_m"":438}]}",,,24.0,3.702 - Çok yoğun,%29 İlkokul,36,%51 Evli,C,41.046 TL,41046.0
,220 m²,Kiraz,,Genel Fiyat,Satılık,5-10,Daire,Müstakil Tapulu,Konut,kiraz,Yok,https://www.emlakjet.com/ilan/kucuk-menderes-ten-kiraz-istiklal-mh-genis-dubleks-satilik-daire-18433197,3,izmir_part2_10_20_pages5.csv,18433197.0,Kombi Doğalgaz,Küçük Menderes'ten Kiraz İstiklal Mh Geniş Dubleks Satılık Daire,Boş,5.0,6.450.000 TL,15 Şubat 2026,5+1,Hayır,5.Kat,OK,İzmir - Kiraz - İstiklal Mahallesi,Krediye Uygun,269 m²,İzmir,Kiraz,İstiklal Mahallesi,127.0,127.0,127.0,"{""Ulaşım"":[{""name"":""Şahin Taksi Durağı"",""distance_m"":127},{""name"":""Köprübaşı Taksi Durağı"",""distance_m"":136},{""name"":""Okul Otobüs Durağı"",""distance_m"":200},{""name"":""Kiraz Ortaokulu"",""distance_m"":204},{""name"":""Kiraz Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":235},{""name"":""Kiraz Anaokulu"",""distance_m"":245},{""name"":""Şok - Kiraz Merkez Şubesi"",""distance_m"":153},{""name"":""Cem Yazan Çok Amaçlı Pazar Yeri"",""distance_m"":181}],""Eğitim Kurumları"":[{""name"":""Şahin Taksi Durağı"",""distance_m"":127},{""name"":""Köprübaşı Taksi Durağı"",""distance_m"":136},{""name"":""Okul Otobüs Durağı"",""distance_m"":200},{""name"":""Kiraz Ortaokulu"",""distance_m"":204},{""name"":""Kiraz Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":235},{""name"":""Kiraz Anaokulu"",""distance_m"":245},{""name"":""Şok - Kiraz Merkez Şubesi"",""distance_m"":153},{""name"":""Cem Yazan Çok Amaçlı Pazar Yeri"",""distance_m"":181}],""Marketler"":[{""name"":""Şahin Taksi Durağı"",""distance_m"":127},{""name"":""Köprübaşı Taksi Durağı"",""distance_m"":136},{""name"":""Okul Otobüs Durağı"",""distance_m"":200},{""name"":""Kiraz Ortaokulu"",""distance_m"":204},{""name"":""Kiraz Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":235},{""name"":""Kiraz Anaokulu"",""distance_m"":245},{""name"":""Şok - Kiraz Merkez Şubesi"",""distance_m"":153},{""name"":""Cem Yazan Çok Amaçlı Pazar Yeri"",""distance_m"":181}]}",Hilton Banyo|Alaturka Tuvalet|Çelik Kapı|Vestiyer|Duvar Kağıdı|Fırın|PVC Doğrama|Alışveriş Merkezi|Anayol|Dolmuş|Minibüs,11.0,24.0,3.702 - Çok yoğun,%29 İlkokul,36,%51 Evli,C,41.046 TL,41046.0
,62 m²,Kiraz,,Genel Fiyat,Satılık,5-10,Daire,Kat Mülkiyeti,Konut,kiraz,,https://www.emlakjet.com/ilan/meta-dan-belediye-arkasinda-asansorlu-dogalgazli-21-ara-kat-18243895,1,izmir_part2_10_20_pages5.csv,18243895.0,Kombi Doğalgaz,Meta'dan Belediye Arkasında Asansörlü Doğalgazlı 2+1 Ara Kat,Boş,5.0,3.500.000 TL,26 Mart 2026,2+1,Evet,4.Kat,OK,İzmir - Kiraz - İstiklal Mahallesi,Bilinmiyor,87 m²,İzmir,Kiraz,İstiklal Mahallesi,407.0,407.0,407.0,"{""Ulaşım"":[{""name"":""3. Kiraz Hükümet Konağı Otobüs Durağı"",""distance_m"":524},{""name"":""Kiraz Hükümet Konağı Otobüs Durağı"",""distance_m"":533},{""name"":""Şahin Taksi Durağı"",""distance_m"":563},{""name"":""Kiraz Anaokulu"",""distance_m"":519},{""name"":""Kiraz Anadolu Lisesi"",""distance_m"":520},{""name"":""Kiraz Çok Programlı Anadolu Lisesi"",""distance_m"":525},{""name"":""Şok - Kiraz Merkez Şubesi"",""distance_m"":407},{""name"":""Bim - Kiraz Şubesi"",""distance_m"":553}],""Eğitim Kurumları"":[{""name"":""3. Kiraz Hükümet Konağı Otobüs Durağı"",""distance_m"":524},{""name"":""Kiraz Hükümet Konağı Otobüs Durağı"",""distance_m"":533},{""name"":""Şahin Taksi Durağı"",""distance_m"":563},{""name"":""Kiraz Anaokulu"",""distance_m"":519},{""name"":""Kiraz Anadolu Lisesi"",""distance_m"":520},{""name"":""Kiraz Çok Programlı Anadolu Lisesi"",""distance_m"":525},{""name"":""Şok - Kiraz Merkez Şubesi"",""distance_m"":407},{""name"":""Bim - Kiraz Şubesi"",""distance_m"":553}],""Marketler"":[{""name"":""3. Kiraz Hükümet Konağı Otobüs Durağı"",""distance_m"":524},{""name"":""Kiraz Hükümet Konağı Otobüs Durağı"",""distance_m"":533},{""name"":""Şahin Taksi Durağı"",""distance_m"":563},{""name"":""Kiraz Anaokulu"",""distance_m"":519},{""name"":""Kiraz Anadolu Lisesi"",""distance_m"":520},{""name"":""Kiraz Çok Programlı Anadolu Lisesi"",""distance_m"":525},{""name"":""Şok - Kiraz Merkez Şubesi"",""distance_m"":407},{""name"":""Bim - Kiraz Şubesi"",""distance_m"":553}]}",,,24.0,3.702 - Çok yoğun,%29 İlkokul,36,%51 Evli,C,41.046 TL,41046.0
,105 m²,Kiraz,,Genel Fiyat,Satılık,21 Ve Üzeri,Müstakil Ev,Müstakil Tapulu,Konut,kiraz,Var,https://www.emlakjet.com/ilan/kucuk-menderes-ten-kiraz-yeni-mh-kosede-satilik-ev-17827577,1,izmir_part2_10_20_pages5.csv,17827577.0,Sobalı,Küçük Menderes'ten Kiraz Yeni Mh. Köşede Satılık Ev,Boş,1.0,3.200.000 TL,29 Ocak 2026,3+1,Hayır,,OK,İzmir - Kiraz - Yeni Mahallesi,Krediye Uygun,124 m²,İzmir,Kiraz,Yeni Mahallesi,216.0,216.0,216.0,"{""Ulaşım"":[{""name"":""Kiraz Otogarı"",""distance_m"":216},{""name"":""Otobüs Durağı"",""distance_m"":227},{""name"":""Okul Otobüs Durağı"",""distance_m"":246},{""name"":""Kiraz Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":225},{""name"":""Kiraz Ortaokulu"",""distance_m"":237},{""name"":""Kiraz Çok Programlı Anadolu Lisesi"",""distance_m"":242},{""name"":""Bim - Göçmen Mahallesi Şubesi"",""distance_m"":303},{""name"":""Cem Yazan Çok Amaçlı Pazar Yeri"",""distance_m"":306}],""Eğitim Kurumları"":[{""name"":""Kiraz Otogarı"",""distance_m"":216},{""name"":""Otobüs Durağı"",""distance_m"":227},{""name"":""Okul Otobüs Durağı"",""distance_m"":246},{""name"":""Kiraz Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":225},{""name"":""Kiraz Ortaokulu"",""distance_m"":237},{""name"":""Kiraz Çok Programlı Anadolu Lisesi"",""distance_m"":242},{""name"":""Bim - Göçmen Mahallesi Şubesi"",""distance_m"":303},{""name"":""Cem Yazan Çok Amaçlı Pazar Yeri"",""distance_m"":306}],""Marketler"":[{""name"":""Kiraz Otogarı"",""distance_m"":216},{""name"":""Otobüs Durağı"",""distance_m"":227},{""name"":""Okul Otobüs Durağı"",""distance_m"":246},{""name"":""Kiraz Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":225},{""name"":""Kiraz Ortaokulu"",""distance_m"":237},{""name"":""Kiraz Çok Programlı Anadolu Lisesi"",""distance_m"":242},{""name"":""Bim - Göçmen Mahallesi Şubesi"",""distance_m"":303},{""name"":""Cem Yazan Çok Amaçlı Pazar Yeri"",""distance_m"":306}]}",Dolmuş|Minibüs,2.0,,2.778 - Çok yoğun,%26 İlkokul,36,%52 Evli,C,43.614 TL,43614.0
,110 m²,Kiraz,,Genel Fiyat,Satılık,21 Ve Üzeri,Daire,Kat Mülkiyeti,Konut,kiraz,,https://www.emlakjet.com/ilan/meta-dan-ara-kat-21-kose-konumlu-basket-sahasinda-daire-17593495,1,izmir_part2_10_20_pages5.csv,17593495.0,Sobalı,Meta'dan Ara Kat 2+1 Köşe Konumlu Basket Sahasında Daire,Kiracı Oturuyor,3.0,2.800.000 TL,26 Şubat 2026,2+1,Hayır,2.Kat,OK,İzmir - Kiraz - Yeni Mahallesi,Krediye Uygun,125 m²,İzmir,Kiraz,Yeni Mahallesi,322.0,322.0,322.0,"{""Ulaşım"":[{""name"":""Atatürk İlkokulu Otobüs Durağı"",""distance_m"":322},{""name"":""Atatürk İlkokulu Otobüs Durağı"",""distance_m"":325},{""name"":""Kiraz İlçe Tarım Müdürlüğü Otobüs Durağı"",""distance_m"":362},{""name"":""Kiraz Atatürk İlkokulu"",""distance_m"":354},{""name"":""Kiraz Ali Niğde Anadolu İmam Hatip Lisesi"",""distance_m"":617},{""name"":""Kiraz Ortaokulu"",""distance_m"":903},{""name"":""Şok - Kiraz Yenimahalle Mağazası"",""distance_m"":538},{""name"":""Bim - Göçmen Mahallesi Şubesi"",""distance_m"":602}],""Eğitim Kurumları"":[{""name"":""Atatürk İlkokulu Otobüs Durağı"",""distance_m"":322},{""name"":""Atatürk İlkokulu Otobüs Durağı"",""distance_m"":325},{""name"":""Kiraz İlçe Tarım Müdürlüğü Otobüs Durağı"",""distance_m"":362},{""name"":""Kiraz Atatürk İlkokulu"",""distance_m"":354},{""name"":""Kiraz Ali Niğde Anadolu İmam Hatip Lisesi"",""distance_m"":617},{""name"":""Kiraz Ortaokulu"",""distance_m"":903},{""name"":""Şok - Kiraz Yenimahalle Mağazası"",""distance_m"":538},{""name"":""Bim - Göçmen Mahallesi Şubesi"",""distance_m"":602}],""Marketler"":[{""name"":""Atatürk İlkokulu Otobüs Durağı"",""distance_m"":322},{""name"":""Atatürk İlkokulu Otobüs Durağı"",""distance_m"":325},{""name"":""Kiraz İlçe Tarım Müdürlüğü Otobüs Durağı"",""distance_m"":362},{""name"":""Kiraz Atatürk İlkokulu"",""distance_m"":354},{""name"":""Kiraz Ali Niğde Anadolu İmam Hatip Lisesi"",""distance_m"":617},{""name"":""Kiraz Ortaokulu"",""distance_m"":903},{""name"":""Şok - Kiraz Yenimahalle Mağazası"",""distance_m"":538},{""name"":""Bim - Göçmen Mahallesi Şubesi"",""distance_m"":602}]}",,,16.0,2.778 - Çok yoğun,%26 İlkokul,36,%52 Evli,C,43.614 TL,43614.0
